"Plot Title: 23l"
"#","Date Time, GMT-06:00","K-Type, °C (LGR S/N: 1282997, SEN S/N: 1282997)","Started (LGR S/N: 1282997)","Bad Battery (LGR S/N: 1282997)","End Of File (LGR S/N: 1282997)"
1,12/13/19 01:50:56 PM,23.64,Logged,,
2,12/13/19 01:50:57 PM,15.54,,,
3,12/13/19 01:50:58 PM,15.88,,,
4,12/13/19 01:50:59 PM,15.88,,,
5,12/13/19 01:51:00 PM,16.56,,,
6,12/13/19 01:51:01 PM,16.56,,,
7,12/13/19 01:51:02 PM,16.56,,,
8,12/13/19 01:51:03 PM,16.56,,,
9,12/13/19 01:51:04 PM,16.56,,,
10,12/13/19 01:51:05 PM,14.53,,,
11,12/13/19 01:51:06 PM,14.53,,,
12,12/13/19 01:51:07 PM,14.53,,,
13,12/13/19 01:51:08 PM,14.53,,,
14,12/13/19 01:51:09 PM,14.53,,,
15,12/13/19 01:51:10 PM,14.86,,,
16,12/13/19 01:51:11 PM,13.85,,,
17,12/13/19 01:51:12 PM,13.85,,,
18,12/13/19 01:51:13 PM,13.85,,,
19,12/13/19 01:51:14 PM,13.85,,,
20,12/13/19 01:51:15 PM,13.85,,,
21,12/13/19 01:51:16 PM,13.85,,,
22,12/13/19 01:51:17 PM,14.19,,,
23,12/13/19 01:51:18 PM,13.85,,,
24,12/13/19 01:51:19 PM,13.85,,,
25,12/13/19 01:51:20 PM,13.85,,,
26,12/13/19 01:51:21 PM,13.85,,,
27,12/13/19 01:51:22 PM,13.85,,,
28,12/13/19 01:51:23 PM,13.85,,,
29,12/13/19 01:51:24 PM,13.85,,,
30,12/13/19 01:51:25 PM,13.85,,,
31,12/13/19 01:51:26 PM,13.85,,,
32,12/13/19 01:51:27 PM,13.85,,,
33,12/13/19 01:51:28 PM,13.51,,,
34,12/13/19 01:51:29 PM,13.51,,,
35,12/13/19 01:51:30 PM,13.51,,,
36,12/13/19 01:51:31 PM,13.51,,,
37,12/13/19 01:51:32 PM,13.51,,,
38,12/13/19 01:51:33 PM,13.51,,,
39,12/13/19 01:51:34 PM,13.51,,,
40,12/13/19 01:51:35 PM,13.51,,,
41,12/13/19 01:51:36 PM,13.51,,,
42,12/13/19 01:51:37 PM,13.51,,,
43,12/13/19 01:51:38 PM,13.51,,,
44,12/13/19 01:51:39 PM,13.51,,,
45,12/13/19 01:51:40 PM,13.17,,,
46,12/13/19 01:51:41 PM,13.51,,,
47,12/13/19 01:51:42 PM,13.17,,,
48,12/13/19 01:51:43 PM,13.17,,,
49,12/13/19 01:51:44 PM,13.17,,,
50,12/13/19 01:51:45 PM,13.17,,,
51,12/13/19 01:51:46 PM,13.17,,,
52,12/13/19 01:51:47 PM,13.17,,,
53,12/13/19 01:51:48 PM,13.17,,,
54,12/13/19 01:51:49 PM,13.17,,,
55,12/13/19 01:51:50 PM,13.17,,,
56,12/13/19 01:51:51 PM,12.83,,,
57,12/13/19 01:51:52 PM,12.83,,,
58,12/13/19 01:51:53 PM,12.83,,,
59,12/13/19 01:51:54 PM,12.83,,,
60,12/13/19 01:51:55 PM,12.83,,,
61,12/13/19 01:51:56 PM,12.83,,,
62,12/13/19 01:51:57 PM,12.83,,,
63,12/13/19 01:51:58 PM,12.83,,,
64,12/13/19 01:51:59 PM,12.83,,,
65,12/13/19 01:52:00 PM,12.83,,,
66,12/13/19 01:52:01 PM,12.49,,,
67,12/13/19 01:52:02 PM,12.49,,,
68,12/13/19 01:52:03 PM,12.49,,,
69,12/13/19 01:52:04 PM,12.49,,,
70,12/13/19 01:52:05 PM,12.49,,,
71,12/13/19 01:52:06 PM,12.49,,,
72,12/13/19 01:52:07 PM,12.49,,,
73,12/13/19 01:52:08 PM,12.49,,,
74,12/13/19 01:52:09 PM,12.49,,,
75,12/13/19 01:52:10 PM,12.49,,,
76,12/13/19 01:52:11 PM,12.49,,,
77,12/13/19 01:52:12 PM,12.49,,,
78,12/13/19 01:52:13 PM,12.49,,,
79,12/13/19 01:52:14 PM,12.49,,,
80,12/13/19 01:52:15 PM,12.49,,,
81,12/13/19 01:52:16 PM,12.49,,,
82,12/13/19 01:52:17 PM,12.49,,,
83,12/13/19 01:52:18 PM,12.15,,,
84,12/13/19 01:52:19 PM,12.15,,,
85,12/13/19 01:52:20 PM,12.15,,,
86,12/13/19 01:52:21 PM,12.15,,,
87,12/13/19 01:52:22 PM,12.15,,,
88,12/13/19 01:52:23 PM,12.15,,,
89,12/13/19 01:52:24 PM,12.15,,,
90,12/13/19 01:52:25 PM,11.81,,,
91,12/13/19 01:52:26 PM,11.81,,,
92,12/13/19 01:52:27 PM,11.81,,,
93,12/13/19 01:52:28 PM,11.81,,,
94,12/13/19 01:52:29 PM,11.81,,,
