"Plot Title: 15s"
"#","Date Time, GMT-06:00","K-Type, °C (LGR S/N: 1283013, SEN S/N: 1283013)","Started (LGR S/N: 1283013)","Button Down (LGR S/N: 1283013)","Button Up (LGR S/N: 1283013)","End Of File (LGR S/N: 1283013)"
1,12/13/19 10:51:06 AM,11.81,Logged,,,
2,12/13/19 10:51:07 AM,11.81,,,,
3,12/13/19 10:51:08 AM,11.81,,,,
4,12/13/19 10:51:09 AM,11.81,,,,
5,12/13/19 10:51:10 AM,11.81,,,,
6,12/13/19 10:51:11 AM,11.81,,,,
7,12/13/19 10:51:12 AM,11.81,,,,
8,12/13/19 10:51:13 AM,11.81,,,,
9,12/13/19 10:51:14 AM,11.81,,,,
10,12/13/19 10:51:15 AM,11.81,,,,
11,12/13/19 10:51:16 AM,11.81,,,,
12,12/13/19 10:51:17 AM,11.81,,,,
13,12/13/19 10:51:18 AM,11.81,,,,
14,12/13/19 10:51:19 AM,11.81,,,,
15,12/13/19 10:51:20 AM,11.81,,,,
16,12/13/19 10:51:21 AM,11.81,,,,
17,12/13/19 10:51:22 AM,11.81,,,,
18,12/13/19 10:51:23 AM,11.81,,,,
19,12/13/19 10:51:24 AM,11.81,,,,
20,12/13/19 10:51:25 AM,11.81,,,,
21,12/13/19 10:51:26 AM,11.81,,,,
22,12/13/19 10:51:27 AM,11.81,,,,
23,12/13/19 10:51:28 AM,11.81,,,,
24,12/13/19 10:51:29 AM,11.81,,,,
25,12/13/19 10:51:30 AM,11.81,,,,
26,12/13/19 10:51:31 AM,11.81,,,,
27,12/13/19 10:51:32 AM,11.81,,,,
28,12/13/19 10:51:33 AM,11.81,,,,
29,12/13/19 10:51:34 AM,11.81,,,,
30,12/13/19 10:51:35 AM,11.81,,,,
31,12/13/19 10:51:36 AM,11.81,,,,
32,12/13/19 10:51:37 AM,11.81,,,,
33,12/13/19 10:51:38 AM,11.81,,,,
34,12/13/19 10:51:39 AM,11.81,,,,
35,12/13/19 10:51:40 AM,11.81,,,,
36,12/13/19 10:51:41 AM,11.81,,,,
37,12/13/19 10:51:42 AM,11.81,,,,
38,12/13/19 10:51:43 AM,11.81,,,,
39,12/13/19 10:51:44 AM,11.81,,,,
40,12/13/19 10:51:45 AM,11.81,,,,
41,12/13/19 10:51:46 AM,11.47,,,,
42,12/13/19 10:51:47 AM,11.81,,,,
43,12/13/19 10:51:48 AM,11.81,,,,
44,12/13/19 10:51:49 AM,11.47,,,,
45,12/13/19 10:51:50 AM,11.81,,,,
46,12/13/19 10:51:51 AM,11.47,,,,
47,12/13/19 10:51:52 AM,11.81,,,,
48,12/13/19 10:51:53 AM,11.47,,,,
49,12/13/19 10:51:54 AM,11.81,,,,
50,12/13/19 10:51:55 AM,11.47,,,,
51,12/13/19 10:51:56 AM,11.81,,,,
52,12/13/19 10:51:57 AM,11.47,,,,
53,12/13/19 10:51:58 AM,11.47,,,,
54,12/13/19 10:51:59 AM,11.47,,,,
55,12/13/19 10:52:00 AM,11.47,,,,
56,12/13/19 10:52:01 AM,11.47,,,,
57,12/13/19 10:52:02 AM,11.81,,,,
58,12/13/19 10:52:03 AM,11.81,,,,
59,12/13/19 10:52:04 AM,11.47,,,,
60,12/13/19 10:52:05 AM,11.81,,,,
61,12/13/19 10:52:06 AM,11.47,,,,
62,12/13/19 10:52:07 AM,11.81,,,,
63,12/13/19 10:52:08 AM,11.47,,,,
64,12/13/19 10:52:09 AM,11.47,,,,
65,12/13/19 10:52:10 AM,11.81,,,,
66,12/13/19 10:52:11 AM,11.81,,,,
67,12/13/19 10:52:12 AM,11.81,,,,
68,12/13/19 10:52:13 AM,11.81,,,,
69,12/13/19 10:52:14 AM,11.81,,,,
70,12/13/19 10:52:15 AM,12.15,,,,
71,12/13/19 10:52:16 AM,11.81,,,,
