"Plot Title: 32l"
"#","Date Time, GMT-06:00","K-Type, °C (LGR S/N: 2247379, SEN S/N: 2247379)","Started (LGR S/N: 2247379)","Bad Battery (LGR S/N: 2247379)","End Of File (LGR S/N: 2247379)"
1,12/13/19 11:27:59 AM,15.20,Logged,,
2,12/13/19 11:28:00 AM,15.20,,,
3,12/13/19 11:28:01 AM,15.20,,,
4,12/13/19 11:28:02 AM,15.54,,,
5,12/13/19 11:28:03 AM,14.86,,,
6,12/13/19 11:28:04 AM,15.20,,,
7,12/13/19 11:28:05 AM,15.20,,,
8,12/13/19 11:28:06 AM,15.20,,,
9,12/13/19 11:28:07 AM,15.20,,,
10,12/13/19 11:28:08 AM,15.20,,,
11,12/13/19 11:28:09 AM,15.20,,,
12,12/13/19 11:28:10 AM,15.20,,,
13,12/13/19 11:28:11 AM,15.20,,,
14,12/13/19 11:28:12 AM,15.20,,,
15,12/13/19 11:28:13 AM,15.20,,,
16,12/13/19 11:28:14 AM,15.20,,,
17,12/13/19 11:28:15 AM,15.20,,,
18,12/13/19 11:28:16 AM,15.20,,,
19,12/13/19 11:28:17 AM,15.20,,,
20,12/13/19 11:28:18 AM,15.20,,,
21,12/13/19 11:28:19 AM,15.20,,,
22,12/13/19 11:28:20 AM,15.20,,,
23,12/13/19 11:28:21 AM,15.20,,,
24,12/13/19 11:28:22 AM,15.20,,,
25,12/13/19 11:28:23 AM,15.20,,,
26,12/13/19 11:28:24 AM,15.20,,,
27,12/13/19 11:28:25 AM,15.20,,,
28,12/13/19 11:28:26 AM,15.20,,,
29,12/13/19 11:28:27 AM,15.20,,,
30,12/13/19 11:28:28 AM,15.20,,,
31,12/13/19 11:28:29 AM,15.54,,,
32,12/13/19 11:28:30 AM,15.54,,,
33,12/13/19 11:28:31 AM,15.54,,,
34,12/13/19 11:28:32 AM,15.54,,,
35,12/13/19 11:28:33 AM,15.54,,,
36,12/13/19 11:28:34 AM,15.54,,,
37,12/13/19 11:28:35 AM,15.54,,,
38,12/13/19 11:28:36 AM,15.54,,,
39,12/13/19 11:28:37 AM,15.54,,,
40,12/13/19 11:28:38 AM,15.54,,,
41,12/13/19 11:28:39 AM,15.54,,,
42,12/13/19 11:28:40 AM,15.54,,,
43,12/13/19 11:28:41 AM,15.54,,,
44,12/13/19 11:28:42 AM,15.88,,,
45,12/13/19 11:28:43 AM,15.88,,,
46,12/13/19 11:28:44 AM,15.88,,,
47,12/13/19 11:28:45 AM,15.88,,,
48,12/13/19 11:28:46 AM,15.88,,,
49,12/13/19 11:28:47 AM,15.88,,,
50,12/13/19 11:28:48 AM,16.22,,,
51,12/13/19 11:28:49 AM,16.22,,,
52,12/13/19 11:28:50 AM,15.88,,,
53,12/13/19 11:28:51 AM,15.88,,,
54,12/13/19 11:28:52 AM,16.22,,,
55,12/13/19 11:28:53 AM,16.22,,,
56,12/13/19 11:28:54 AM,16.22,,,
57,12/13/19 11:28:55 AM,16.56,,,
58,12/13/19 11:28:56 AM,16.56,,,
59,12/13/19 11:28:57 AM,16.56,,,
60,12/13/19 11:28:58 AM,16.56,,,
61,12/13/19 11:28:59 AM,16.56,,,
62,12/13/19 11:29:00 AM,16.56,,,
63,12/13/19 11:29:01 AM,16.56,,,
64,12/13/19 11:29:02 AM,16.90,,,
65,12/13/19 11:29:03 AM,16.90,,,
66,12/13/19 11:29:04 AM,16.90,,,
67,12/13/19 11:29:05 AM,16.90,,,
68,12/13/19 11:29:06 AM,16.90,,,
69,12/13/19 11:29:07 AM,16.90,,,
70,12/13/19 11:29:08 AM,16.90,,,
71,12/13/19 11:29:09 AM,16.90,,,
72,12/13/19 11:29:10 AM,16.90,,,
73,12/13/19 11:29:11 AM,16.90,,,
74,12/13/19 11:29:12 AM,17.23,,,
75,12/13/19 11:29:13 AM,17.23,,,
76,12/13/19 11:29:14 AM,17.23,,,
77,12/13/19 11:29:15 AM,17.23,,,
78,12/13/19 11:29:16 AM,17.23,,,
79,12/13/19 11:29:17 AM,16.90,,,
80,12/13/19 11:29:18 AM,17.23,,,
81,12/13/19 11:29:19 AM,17.23,,,
82,12/13/19 11:29:20 AM,17.23,,,
83,12/13/19 11:29:21 AM,17.23,,,
84,12/13/19 11:29:22 AM,16.90,,,
85,12/13/19 11:29:23 AM,17.23,,,
86,12/13/19 11:29:24 AM,16.90,,,
87,12/13/19 11:29:25 AM,16.90,,,
88,12/13/19 11:29:26 AM,16.90,,,
89,12/13/19 11:29:27 AM,16.90,,,
90,12/13/19 11:29:28 AM,16.90,,,
91,12/13/19 11:29:29 AM,16.90,,,
92,12/13/19 11:29:30 AM,16.90,,,
93,12/13/19 11:29:31 AM,16.90,,,
94,12/13/19 11:29:32 AM,16.90,,,
95,12/13/19 11:29:33 AM,16.90,,,
96,12/13/19 11:29:34 AM,16.90,,,
97,12/13/19 11:29:35 AM,16.56,,,
98,12/13/19 11:29:36 AM,16.56,,,
99,12/13/19 11:29:37 AM,16.56,,,
100,12/13/19 11:29:38 AM,16.56,,,
101,12/13/19 11:29:39 AM,16.56,,,
102,12/13/19 11:29:40 AM,16.90,,,
103,12/13/19 11:29:41 AM,16.56,,,
104,12/13/19 11:29:42 AM,16.90,,,
105,12/13/19 11:29:43 AM,16.90,,,
106,12/13/19 11:29:44 AM,17.23,,,
107,12/13/19 11:29:45 AM,17.57,,,
108,12/13/19 11:29:46 AM,17.57,,,
109,12/13/19 11:29:47 AM,17.57,,,
110,12/13/19 11:29:48 AM,17.57,,,
111,12/13/19 11:29:49 AM,17.57,,,
112,12/13/19 11:29:50 AM,17.57,,,
113,12/13/19 11:29:51 AM,17.57,,,
114,12/13/19 11:29:52 AM,17.57,,,
115,12/13/19 11:29:53 AM,17.57,,,
116,12/13/19 11:29:54 AM,17.91,,,
117,12/13/19 11:29:55 AM,18.25,,,
118,12/13/19 11:29:56 AM,17.91,,,
119,12/13/19 11:29:57 AM,17.91,,,
120,12/13/19 11:29:58 AM,17.91,,,
121,12/13/19 11:29:59 AM,17.57,,,
122,12/13/19 11:30:00 AM,17.91,,,
123,12/13/19 11:30:01 AM,17.91,,,
124,12/13/19 11:30:02 AM,18.58,,,
125,12/13/19 11:30:03 AM,18.58,,,
126,12/13/19 11:30:04 AM,18.25,,,
127,12/13/19 11:30:05 AM,19.26,,,
128,12/13/19 11:30:06 AM,18.25,,,
129,12/13/19 11:30:07 AM,18.25,,,
130,12/13/19 11:30:08 AM,18.25,,,
131,12/13/19 11:30:09 AM,18.58,,,
132,12/13/19 11:30:10 AM,18.25,,,
133,12/13/19 11:30:11 AM,18.58,,,
134,12/13/19 11:30:12 AM,18.58,,,
135,12/13/19 11:30:13 AM,18.58,,,
136,12/13/19 11:30:14 AM,18.58,,,
137,12/13/19 11:30:15 AM,18.58,,,
138,12/13/19 11:30:16 AM,18.25,,,
139,12/13/19 11:30:17 AM,18.25,,,
140,12/13/19 11:30:18 AM,18.25,,,
141,12/13/19 11:30:19 AM,18.58,,,
142,12/13/19 11:30:20 AM,18.58,,,
143,12/13/19 11:30:21 AM,18.58,,,
144,12/13/19 11:30:22 AM,18.58,,,
145,12/13/19 11:30:23 AM,18.58,,,
146,12/13/19 11:30:24 AM,18.58,,,
147,12/13/19 11:30:25 AM,18.58,,,
148,12/13/19 11:30:26 AM,18.58,,,
149,12/13/19 11:30:27 AM,18.25,,,
150,12/13/19 11:30:28 AM,17.57,,,
151,12/13/19 11:30:29 AM,18.58,,,
152,12/13/19 11:30:30 AM,18.58,,,
153,12/13/19 11:30:31 AM,18.58,,,
154,12/13/19 11:30:32 AM,18.58,,,
155,12/13/19 11:30:33 AM,18.58,,,
156,12/13/19 11:30:34 AM,18.58,,,
157,12/13/19 11:30:35 AM,18.25,,,
158,12/13/19 11:30:36 AM,18.25,,,
159,12/13/19 11:30:37 AM,18.25,,,
160,12/13/19 11:30:38 AM,18.25,,,
161,12/13/19 11:30:39 AM,18.25,,,
162,12/13/19 11:30:40 AM,18.25,,,
163,12/13/19 11:30:41 AM,18.58,,,
164,12/13/19 11:30:42 AM,17.91,,,
165,12/13/19 11:30:43 AM,18.25,,,
166,12/13/19 11:30:44 AM,17.57,,,
167,12/13/19 11:30:45 AM,17.91,,,
168,12/13/19 11:30:46 AM,17.23,,,
169,12/13/19 11:30:47 AM,17.23,,,
170,12/13/19 11:30:48 AM,17.23,,,
171,12/13/19 11:30:49 AM,17.57,,,
172,12/13/19 11:30:50 AM,17.23,,,
173,12/13/19 11:30:51 AM,16.56,,,
